8929400,2.0176565094964998,0.8750998702403574,39
8929401,2.011643174564,0.5787892560281483,15
8929402,2.0549154628926902,2.6723952339813484,83
8929403,2.20729838138,9.391497911143174,132
8929404,2.086360460782,4.1392876449369975,71
8929405,2.025095505544,1.239225778502661,59
8929406,2.0532302829926,2.5925140221006506,123
8929407,2.0902557035713745,4.317926434414947,70
8929408,2.027153805143803,1.3395039426658972,22
8929409,2.020919664369391,1.0351556639397095,38
8929410,2.090923073015313,4.348465717784301,135
8929411,2.160827188544757,7.442852875850224,130
8929412,2.015094330784,0.7490632350758163,93
8929413,2.08400257566716,4.030828783417785,115
8929414,2.03307020788,1.6266141597974748,60
8929415,2.0822005690021546,3.9477738228429717,88
8929416,2.01894166224,0.9381976009640798,42
8929417,2.054573593262685,2.656200461333757,14
8929418,2.029865786071991,1.471318265321596,43
8929419,2.106335473294056,5.0483635984044,190
8929420,2.1595211674004164,7.3868767673365445,81
8929421,2.0460700576,2.2516363713390772,39
8929422,2.0377544926,1.85274981540237,14
8929423,2.023672840394,1.1697958247732865,86
8929424,2.143491000196781,6.694266511201016,98
8929425,2.074329774528649,3.583315220239702,93
8929426,2.012348152366,0.6136190873076196,68
8929427,2.0554125525038502,2.695933351012579,102
8929428,2.0117409339,0.5836205697340361,15
8929429,2.0677775329696337,3.277796179180613,98
8929430,2.0220887419075226,1.092372527957659,40
8929431,2.04546266832243,2.2226105138215964,58
8929432,2.126167965260263,5.934054473669895,139
8929433,2.00424961,0.21202997764335355,6
8929434,2.029831560286,1.4696569345781965,74
8929435,2.054993747905775,2.676102930328553,85
8929436,2.009579250857,0.47667942694545923,15
8929437,2.096845111034313,4.618610622438482,61
8929438,2.275670955065526,12.113831942702287,141
8929439,2.0864088953409663,4.141512985969374,126
8929440,2.0401406279446,1.9675422073742506,81
8929441,2.014470915924,0.7183482178675417,77
8929442,2,0.0,0
8929443,2.034218834298,1.6821609219741982,65
8929444,2.014409259324,0.7153094266869826,16
8929445,2.034090538619786,1.675959745770109,41
8929446,2.03068231398,1.510936189711759,41
8929447,2.0580252326875,2.819461674516351,70
8929448,2.02067277233999,1.0230638341333347,21
8929449,2.008101345,0.4034330747385662,8
8929450,2.02946784607217,1.4519986670004177,45
8929451,2.140218546839295,6.551599463819805,117
8929452,2.07458156757769,3.595017363659137,161
8929453,2.00852599433,0.4244901163374828,7
8929454,2.019829308,0.9817318682059641,16
8929455,2.025487923999993,1.2583597116520298,18
8929456,2.17619827673592,8.096609514837025,191
8929457,2.041215149670573,2.019147745264613,165
8929458,2.0056347955,0.28094823208306274,7
8929459,2.002390076,0.11936115887941504,3
8929460,2.154418429367716,7.167522671676892,152
8929461,2.0103692705652,0.5157893486048344,84
8929462,2.015579068323655,0.7729326310483967,90
8929463,2.113631092146271,5.376108090408772,61
8929464,2.0252418308551277,1.2463613219202456,32
8929465,2.0630606406586995,3.0566547301569003,79
8929466,2.007288377,0.36309566096790086,8
8929467,2.042296743684557,2.071038100381453,59
8929468,2.0156503320207935,0.7764408227047553,14
8929469,2.0685860310204633,3.31559964110503,97
8929470,2.110762967045928,5.247532232429868,150
8929471,2.088929977815516,4.257202431864854,109
8929472,2.0656376241399164,3.1775962721073308,95
8929473,2.01496715406,0.7427989101381809,18
8929474,2.0174935065,0.867091093162832,13
8929475,2.1440645298081544,6.719225461980147,167
8929476,2.100448256367259,4.78222951042769,163
8929477,2.176410255714564,8.105560762331757,123
8929478,2.028816907962,1.4203799193958486,131
8929479,2.0988762006515693,4.710911516404558,64
8929480,2.142847123906918,6.666230283683214,120
8929481,2.100380571266136,4.779161102486554,133
8929482,2.056890829244646,2.7658652776208754,79
8929483,2.009728626,0.4840765999021005,6
8929484,2.037401073196,1.8357246242798062,47
8929485,2.072765149364317,3.510535160562343,104
8929486,2.110288957128,5.226249076244887,99
8929487,2.1203851692999875,5.677514210294675,96
8929488,2.025579958275625,1.2628461380216853,35
8929489,2.026885549,1.3264463310848733,15
8929490,2.0147032349,0.7297965598754687,136
8929491,2.064453631806,3.1220673021178684,101
8929492,2.00507742,0.2532281272211424,2
8929493,2.0203658782267,1.008029211252339,23
8929494,2.2345548773438733,10.496715910717723,167
8929495,2.038310766131346,1.879535091896645,38
8929496,2.097646832824375,4.655065442684575,62
8929497,2.1341320483153887,6.285086643128194,124
8929498,2.02471671154,1.220749125007244,86
8929499,2.1284230867051983,6.033719870234881,154
